PhraseID,phrase,voice,output_file,matched_audio_file,status
2466,Ne ĝenas min vojaĝi per trajno ĉiutage,spomenka,2311_ne_gxenas_min_vojagxi_per_trajno_cxiutage.wav,2311_mi_ne_kontrauxas_vojagxi_per_trajno_cxiutage.wav,generated
2750,"La ŝlosilon de ĉambro numero 621, mi petas!",spomenka,2595_la_sxlosilon_de_cxambro_numero_621_mi_petas.wav,2595_la_sxlosilon_de_cxambro_numero_621_bonvolu.wav,generated
2909,"Sekvu min, mi petas",spomenka,2754_sekvu_min_mi_petas.wav,2754_sekvu_min_bonvolu.wav,generated
2910,"Infanan seĝeton, mi petas",spomenka,2755_infanan_segxeton_mi_petas.wav,2755_infanan_segxeton_bonvolu.wav,generated
2978,"Mi ŝatus koktelon, mi petas",spomenka,2823_mi_sxatus_koktelon_mi_petas.wav,2823_mi_sxatus_koktelon_bonvolu.wav,generated
2980,"Mi prenos la samon, mi petas",spomenka,2825_mi_prenos_la_samon_mi_petas.wav,2825_mi_prenos_la_samon_bonvolu.wav,generated
2986,"Ĉu mi povus vidi la vinkarton, mi petas?",spomenka,2831_cxu_mi_povus_vidi_la_vinkarton_mi_petas.wav,2831_cxu_mi_povus_vidi_la_vinkarton_bonvole.wav,generated
3030,"Ankoraŭ iomete, mi petas",spomenka,2875_ankoraux_iomete_mi_petas.wav,2875_ankoraux_iomete_bonvolu.wav,generated
3040,"Pardonu, ni ŝatus mendi, mi petas",spomenka,2885_pardonu_ni_sxatus_mendi_mi_petas.wav,2885_pardonu_ni_sxatus_mendi_bonvolu.wav,generated
3091,"Ni ŝatus mendi deserton, mi petas",spomenka,2936_ni_sxatus_mendi_deserton_mi_petas.wav,2936_ni_sxatus_mendi_deserton_bonvolu.wav,generated
3105,"Ĉu ni povus pagi, mi petas?",spomenka,2950_cxu_ni_povus_pagi_mi_petas.wav,2950_cxu_ni_povus_pagi_bonvole.wav,generated
3202,"Tri glasetojn da tekilo, mi petas",spomenka,3047_tri_glasetojn_da_tekilo_mi_petas.wav,3047_tri_glasetojn_da_tekilo_bonvolu.wav,generated
3243,"Mi prenos la kokidan supon, mi petas",spomenka,3088_mi_prenos_la_kokidan_supon_mi_petas.wav,3088_mi_prenos_la_kokidan_supon_bonvolu.wav,generated
3249,"Ni prenos kokidajn flugilojn, mi petas",spomenka,3094_ni_prenos_kokidajn_flugilojn_mi_petas.wav,3094_ni_prenos_kokidajn_flugilojn_bonvolu.wav,generated
3311,"Mi prenos tomatsupon, mi petas",spomenka,3156_mi_prenos_tomatsupon_mi_petas.wav,3156_mi_prenos_tomatsupon_bonvolu.wav,generated
3366,"Hejmfaritan panon, mi petas",spomenka,3211_hejmfaritan_panon_mi_petas.wav,3211_hejmfaritan_panon_bonvolu.wav,generated
3553,"Akvorezistan ŝminkon por okulharoj, mi petas",spomenka,3398_akvorezistan_sxminkon_por_okulharoj_mi_petas.wav,3398_akvorezistan_sxminkon_por_okulharoj_bonvolu.wav,generated
3582,"Ĉu estas io speciala, kion vi ŝatus vidi?",spomenka,3427_cxu_estas_io_speciala_kion_vi_sxatus_vidi.wav,3427_cxu_estas_io_speciala_kiun_vi_sxatus_vidi.wav,generated
4384,"Rekte malantaŭe, mi petas",spomenka,4229_rekte_malantauxe_mi_petas.wav,4229_rekte_malantauxe_bonvolu.wav,generated
4481,"Ĉu vi scias, kie mi povas riparigi mian fotoaparaton?",spomenka,4326_cxu_vi_scias_kie_mi_povas_riparigi_mian_fotoaparaton.wav,4326_cxu_vi_scias_kie_mi_povas_lasi_ripari_mian_fotoaparaton.wav,generated
4682,"Iom pli larĝe, mi petas",spomenka,4527_iom_pli_largxe_mi_petas.wav,4527_iom_pli_largxe_bonvolu.wav,generated
4691,"Mi ŝatus dentpurigadon, mi petas",spomenka,4536_mi_sxatus_dentpurigadon_mi_petas.wav,4536_mi_sxatus_dentpurigadon_bonvolu.wav,generated
4762,Mi ŝatus paketon da aspirino,spomenka,4607_mi_sxatus_paketon_da_aspirino.wav,4607_mi_sxatus_pakajxon_da_aspirino.wav,generated
4768,"Mi ŝatus paroli kun la farmaciisto, mi petas",spomenka,4613_mi_sxatus_paroli_kun_la_farmaciisto_mi_petas.wav,4613_mi_sxatus_paroli_kun_la_farmaciisto_bonvolu.wav,generated
4880,"Plilaŭtigu, mi petas",spomenka,4725_plilauxtigu_mi_petas.wav,4725_plilauxtigu_bonvolu.wav,generated
4881,"Mallaŭtigu, mi petas",spomenka,4726_mallauxtigu_mi_petas.wav,4726_mallauxtigu_bonvolu.wav,generated
4918,"Mi ŝatus vatitan koverton, mi petas",spomenka,4763_mi_sxatus_vatitan_koverton_mi_petas.wav,4763_mi_sxatus_vatitan_koverton_bonvolu.wav,generated
4962,Kiu giĉeto estas por poŝtrestantaj sendaĵoj?,spomenka,4807_kiu_gicxeto_estas_por_posxtrestantaj_sendajxoj.wav,4807_cxe_kiu_gicxeto_estas_posxtrestante.wav,generated
